movieID,genreID
tt0369339,g00
tt0315327,g11
tt0315327,g13
tt1055369,g01
tt1055369,g03
tt1055369,g04
tt12361974,g01
tt12361974,g03
tt12361974,g13
tt0347149,g03
tt0347149,g14
tt0347149,g15
tt0337978,g01
tt0337978,g06
tt1187043,g11
tt1187043,g00
tt2584384,g11
tt2584384,g00
tt2584384,g09
tt1690953,g03
tt1690953,g14
tt1690953,g11
tt0363771,g03
tt0363771,g15
tt0363771,g13
tt0119174,g00
tt0119174,g07
tt0119174,g06
tt1060277,g01
tt1060277,g03
tt1060277,g17
tt0099674,g02
tt0099674,g00
tt0181852,g01
tt0181852,g04
tt0265086,g01
tt0265086,g00
tt0265086,g12
tt0119698,g01
tt0119698,g03
tt0119698,g14
tt1905041,g01
tt1905041,g03
tt1905041,g02
tt1302006,g10
tt1302006,g02
tt1302006,g00
tt9376612,g01
tt9376612,g03
tt9376612,g13
tt1282140,g11
tt1282140,g00
tt1282140,g05
tt0840361,g02
tt0840361,g00
tt0840361,g06
tt2820852,g01
tt2820852,g02
tt2820852,g06
tt0232500,g01
tt0232500,g02
tt0232500,g06
tt0361862,g00
tt0361862,g06
tt0349903,g02
tt0349903,g06
tt1630029,g01
tt1630029,g03
tt1630029,g13
tt0377092,g11
tt0110475,g01
tt0110475,g11
tt0110475,g02
tt1517451,g00
tt1517451,g16
tt1517451,g05
tt0493464,g01
tt0493464,g02
tt0493464,g06
tt3480822,g01
tt3480822,g03
tt3480822,g04
tt2283362,g01
tt2283362,g03
tt2283362,g11
tt0405094,g00
tt0405094,g07
tt0405094,g06
tt0109686,g11
tt0112864,g01
tt0112864,g03
tt0112864,g06
tt11564570,g11
tt11564570,g02
tt11564570,g00
tt1596343,g01
tt1596343,g02
tt1596343,g06
tt6146586,g01
tt6146586,g02
tt6146586,g06
tt6264654,g01
tt6264654,g03
tt6264654,g11
tt2294449,g01
tt2294449,g11
tt2294449,g02
tt0119094,g01
tt0119094,g02
tt0119094,g04
tt2582846,g00
tt2582846,g05
tt0120912,g01
tt0120912,g03
tt0120912,g11
tt1542344,g10
tt1542344,g00
tt1587310,g03
tt1587310,g15
tt1587310,g13
tt1190080,g01
tt1190080,g03
tt1190080,g04
tt0455944,g01
tt0455944,g02
tt0455944,g06
tt0118971,g00
tt0118971,g07
tt0118971,g06
tt2381249,g01
tt2381249,g03
tt2381249,g06
tt0454848,g02
tt0454848,g00
tt0454848,g07
tt0443543,g00
tt0443543,g13
tt0443543,g07
tt1632708,g11
tt1632708,g05
tt0317740,g01
tt0317740,g02
tt0317740,g06
tt0964517,g01
tt0964517,g10
tt0964517,g00
tt0111257,g01
tt0111257,g03
tt0111257,g06
tt0230600,g17
tt0230600,g07
tt0230600,g06
tt0478311,g11
tt0478311,g05
tt0408236,g00
tt0408236,g17
tt0408236,g19
tt0104431,g03
tt0104431,g11
tt0104431,g02
tt6334354,g01
tt6334354,g03
tt6334354,g11
tt1409024,g01
tt1409024,g03
tt1409024,g11
tt0286106,g00
tt0286106,g07
tt0286106,g04
tt1706620,g01
tt1706620,g00
tt1706620,g04
tt0328107,g01
tt0328107,g02
tt0328107,g00
tt1453405,g03
tt1453405,g14
tt1453405,g11
tt1068680,g11
tt1068680,g05
tt0338751,g10
tt0338751,g00
tt0099423,g01
tt0099423,g06
tt1490017,g01
tt1490017,g03
tt1490017,g14
tt0162661,g13
tt0162661,g17
tt0162661,g07
tt0438488,g01
tt0438488,g03
tt0438488,g04
tt0388795,g00
tt0388795,g05
tt1371111,g00
tt1371111,g07
tt1371111,g04
tt0166924,g00
tt0166924,g07
tt0166924,g06
tt0317919,g01
tt0317919,g03
tt0317919,g06
tt1182345,g00
tt1182345,g07
tt1182345,g04
tt0357413,g11
tt0343660,g11
tt0343660,g00
tt0343660,g05
tt10648342,g01
tt10648342,g03
tt10648342,g11
tt0396269,g11
tt0396269,g05
tt2194499,g11
tt2194499,g00
tt2194499,g13
tt0448115,g01
tt0448115,g03
tt0448115,g11
tt0117571,g17
tt0117571,g07
tt1907668,g00
tt1907668,g06
tt12593682,g01
tt12593682,g11
tt12593682,g06
tt0363163,g10
tt0363163,g00
tt0363163,g12
tt0395169,g10
tt0395169,g00
tt0395169,g12
tt8367814,g01
tt8367814,g11
tt8367814,g02
tt3778644,g01
tt3778644,g03
tt3778644,g04
tt0477347,g03
tt0477347,g11
tt0477347,g15
tt1650062,g01
tt1650062,g07
tt1650062,g04
tt0298130,g17
tt0298130,g07
tt9032400,g01
tt9032400,g03
tt9032400,g13
tt1065073,g00
tt2737304,g17
tt2737304,g07
tt2737304,g04
tt0119396,g02
tt0119396,g00
tt0119396,g06
tt0113497,g03
tt0113497,g11
tt0113497,g15
tt0360486,g01
tt0360486,g13
tt0360486,g17
tt0147800,g11
tt0147800,g00
tt0147800,g05
tt1748122,g11
tt1748122,g00
tt1748122,g15
tt0496806,g02
tt0496806,g06
tt0120663,g00
tt0120663,g07
tt0120663,g06
tt8772262,g00
tt8772262,g17
tt8772262,g07
tt1320253,g01
tt1320253,g03
tt1320253,g06
tt0120755,g01
tt0120755,g03
tt0120755,g06
tt3521164,g03
tt3521164,g14
tt3521164,g11
tt0107688,g14
tt0107688,g15
tt0107688,g13
tt1231583,g11
tt1231583,g00
tt0790724,g01
tt0790724,g07
tt0790724,g06
tt1646971,g01
tt1646971,g03
tt1646971,g14
tt0910936,g01
tt0910936,g11
tt0910936,g02
tt1403865,g00
tt1403865,g08
tt0117500,g01
tt0117500,g03
tt0117500,g06
tt2948372,g03
tt2948372,g14
tt2948372,g11
tt1104001,g01
tt1104001,g03
tt1104001,g04
tt4912910,g01
tt4912910,g03
tt4912910,g06
tt0878804,g10
tt0878804,g00
tt0878804,g18
tt0120601,g11
tt0120601,g00
tt0120601,g13
tt4649466,g01
tt4649466,g03
tt4649466,g11
tt1951266,g01
tt1951266,g03
tt1951266,g04
tt0212338,g11
tt0212338,g05
tt3799694,g01
tt3799694,g11
tt3799694,g02
tt0368891,g01
tt0368891,g03
tt0368891,g07
tt0822854,g01
tt0822854,g00
tt0822854,g06
tt7784604,g00
tt7784604,g17
tt7784604,g07
tt0389860,g11
tt0389860,g00
tt0389860,g13
tt1193138,g11
tt1193138,g00
tt1193138,g05
tt2106476,g00
tt2788710,g01
tt2788710,g03
tt2788710,g11
tt0887883,g11
tt0887883,g02
tt0887883,g00
tt0213149,g01
tt0213149,g00
tt0213149,g12
tt0100802,g01
tt0100802,g03
tt0100802,g04
tt0433035,g01
tt0433035,g00
tt0433035,g04
tt1179933,g00
tt1179933,g17
tt1179933,g07
tt2798920,g03
tt2798920,g00
tt2798920,g17
tt1041829,g11
tt1041829,g00
tt1041829,g05
tt0462538,g03
tt0462538,g14
tt0462538,g11
tt0167190,g01
tt0167190,g03
tt0167190,g13
tt0238380,g01
tt0238380,g00
tt0238380,g04
tt0100405,g11
tt0100405,g05
tt1707386,g00
tt1707386,g19
tt1707386,g05
tt0120667,g01
tt0120667,g03
tt0120667,g13
tt1306980,g11
tt1306980,g00
tt1306980,g05
tt0209163,g01
tt0209163,g03
tt0209163,g13
tt0110148,g00
tt0110148,g13
tt0110148,g17
tt0163025,g01
tt0163025,g03
tt0163025,g04
tt3731562,g01
tt3731562,g03
tt3731562,g13
tt0970179,g03
tt0970179,g00
tt0970179,g15
tt4881806,g01
tt4881806,g03
tt4881806,g04
tt1037705,g01
tt1037705,g03
tt1037705,g00
tt0359950,g03
tt0359950,g11
tt0359950,g00
tt0399295,g02
tt0399295,g00
tt2322441,g00
tt2322441,g05
tt2322441,g06
tt0116367,g01
tt0116367,g02
tt0116367,g17
tt1790809,g01
tt1790809,g03
tt1790809,g13
tt0386588,g11
tt0386588,g05
tt7653254,g00
tt7653254,g05
tt0125439,g11
tt0125439,g00
tt0125439,g05
tt1951261,g11
tt1951261,g02
tt0884328,g17
tt0884328,g04
tt0884328,g06
tt9764362,g11
tt9764362,g17
tt9764362,g06
tt2109248,g01
tt2109248,g03
tt2109248,g04
tt0944835,g01
tt0944835,g06
tt0399201,g01
tt0399201,g04
tt0399201,g06
tt0112471,g00
tt0112471,g05
tt0381849,g01
tt0381849,g02
tt0381849,g00
tt0472043,g01
tt0472043,g03
tt0472043,g00
tt0190590,g03
tt0190590,g11
tt0190590,g02
tt1638355,g01
tt1638355,g03
tt1638355,g11
tt2771200,g03
tt2771200,g15
tt2771200,g13
tt0119528,g11
tt0119528,g13
tt0175880,g00
tt1591095,g17
tt1591095,g07
tt1591095,g06
tt2004420,g11
tt0129387,g11
tt0129387,g05
tt1645170,g11
tt0425210,g02
tt0425210,g00
tt0425210,g06
tt0413267,g03
tt0413267,g14
tt0413267,g11
tt4975722,g00
tt3682448,g00
tt3682448,g12
tt3682448,g06
tt0453467,g01
tt0453467,g02
tt0453467,g04
tt1981677,g11
tt1981677,g16
tt1981677,g05
tt0119008,g10
tt0119008,g02
tt0119008,g00
tt0332379,g11
tt0332379,g16
tt6857112,g17
tt6857112,g07
tt6857112,g06
tt1245526,g01
tt1245526,g11
tt1245526,g02
tt0212720,g00
tt0212720,g04
tt0103776,g01
tt0103776,g02
tt0103776,g13
tt1397280,g01
tt1397280,g02
tt1397280,g06
tt0489099,g01
tt0489099,g03
tt0489099,g04
tt1764651,g01
tt1764651,g03
tt1764651,g06
tt1125849,g00
tt1125849,g18
tt1125849,g06
tt0119177,g00
tt0119177,g04
tt0119177,g06
tt0109040,g11
tt0293662,g01
tt0293662,g02
tt0293662,g06
tt0105323,g00
tt3606756,g01
tt3606756,g03
tt3606756,g14
tt1152836,g01
tt1152836,g10
tt1152836,g02
tt1790885,g00
tt1790885,g12
tt1790885,g06
tt0449467,g00
tt1598778,g00
tt1598778,g06
tt1194173,g01
tt1194173,g03
tt1194173,g06
tt0814314,g00
tt0414387,g00
tt0414387,g05
tt0118880,g01
tt0118880,g02
tt0118880,g06
tt1253863,g01
tt1253863,g00
tt0103644,g01
tt0103644,g17
tt0103644,g04
tt0119822,g11
tt0119822,g00
tt0119822,g05
tt1197624,g01
tt1197624,g02
tt1197624,g00
tt2140479,g01
tt2140479,g06
tt0120201,g01
tt0120201,g03
tt0120201,g04
tt0838283,g11
tt0106977,g01
tt0106977,g02
tt0106977,g00
tt4925292,g11
